Program,Program Type,Academic Year,App Cycle,Preferred Pronouns,Itinerary Start,Location,Country,Student Cumulative GPA,Major,College
"CEA CAPA Spain, Seville: Various Host Universities & CEA CAPA Study Center - Arts & Sciences",Provider,,Spring 2025,she/her/hers,01/21/2025,"Seville, Spain",Spain,3.140,Political Science,
Cougs Abroad Spain: WSU in Barcelona at CEA CAPA Study Center,Provider,,Spring 2025,he/him/his,01/08/2025,"Barcelona, Spain",Spain,3.120,Political Science,
"CIEE England, London: University College London - Arts and Sciences",Provider,,Spring 2025,she/her/hers,01/02/2025,"London, United Kingdom",United Kingdom,3.560,Political Science,
Faculty-Led England: Criminal Justice in London,Faculty Led,22 - 23,Spring Break 2023,she/her/hers,03/12/2023,"London, United Kingdom",United Kingdom,1.850,Political Science,
Faculty-Led England: Criminal Justice in London,Faculty Led,22 - 23,Spring Break 2023,he/him/his,03/12/2023,"London, United Kingdom",United Kingdom,2.940,Political Science,
Faculty-Led England: Criminal Justice in London,Faculty Led,22 - 23,Spring Break 2023,she/her/hers,03/12/2023,"London, United Kingdom",United Kingdom,3.850,Political Science,
"USAC Cuba, Havana: Instituto de Filosofia - Cuban History, Society, Politics, and Culture",Provider,,Summer 2016,,,,Cuba,2.940,Political Science,
Faculty-Led France: Paris - A Designer's View,Faculty Led,,Summer 2017,,08/01/2017,"Paris, France",France,3.930,Political Science,
"CEA Spain, Granada: Intensive Spanish Language",Provider,,Summer 2017,,,,Spain,3.090,Political Science,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,,Summer 2017,,05/31/2017,"Seville, Spain",Spain,2.520,Political Science,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,,Summer 2017,,05/31/2017,"Seville, Spain",Spain,2.990,Political Science,
Faculty-Led Austria: German Language & Culture in Vienna,Faculty Led,,Summer 2018,,06/01/2018,"Vienna, Austria",Austria,3.430,Political Science,
"CEA CAPA Czech Republic, Prague: Anglo-American University - Business, Liberal Arts & Social Sciences",Provider,,Summer 2018,,,,Czech Republic,3.640,Political Science,
Faculty-Led Czech Republic: Exploring Careers Abroad,Faculty Led,,Summer 2018,,05/09/2018,"Berlin, Germany; Prague, Czech Republic",Czech Republic,3.560,Political Science,
"Faculty-Led Ireland: Exploring the History, Culture, and Environment of Ireland",Faculty Led,,Summer 2018,,05/08/2018,"Dublin, Ireland; Inch, Ireland; Listowel, Ireland",Ireland,3.180,Political Science,
Faculty-Led Italy: First Generation Abroad Rome,Faculty Led,,Summer 2018,,05/16/2018,"Rome, Italy",Italy,3.430,Political Science,
Faculty-Led Italy: First Generation Abroad Rome,Faculty Led,,Summer 2018,,05/16/2018,"Rome, Italy",Italy,3.230,Political Science,
"CEA France, Paris: CEA Study Center - Short Term Intensive French Language",Provider,,Summer 2018,,,,France,3.540,Political Science,
"ISA Czech Republic, Prague: Prague University of Economics and Business - Summer International Business & Cultural Studies",Provider,,Summer 2019,,06/07/2019,"Prague, Czech Republic",Czech Republic,3.170,Political Science,
Faculty-Led Ireland:  Business in Ireland,Faculty Led,,Summer 2019,,05/12/2019,"Dublin, Ireland",Ireland,3.060,Political Science,
"SAI Italy, Sorrento: Sant'Anna Institute",Provider,,Summer 2019,,,,Italy,3.420,Political Science,
"ISA South Africa, Cape Town: Service Learning",Provider,,Summer 2019,,05/29/2019,"Cape Town, South Africa",South Africa,3.750,Political Science,
"CEA-CAPA Spain, Seville: Internship in Seville",Provider,,Summer 2019,,05/25/2019,"Seville, Spain",Spain,3.640,Political Science,
"AIFS England, London: AIFS Global Education Center - Summer Program",Provider,,Summer 2019,,,,United Kingdom,2.790,Political Science,
"Faculty-Led Ireland: Exploring the History, Culture, and Environment of Ireland",Faculty Led,21 - 22,Summer 2022,,05/12/2022,"Dublin, Ireland; Londonderry, United Kingdom; Listowel, Ireland",Ireland,3.180,Political Science,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,21 - 22,Summer 2022,she/her/ella,05/25/2022,"Seville, Spain",Spain,3.550,Political Science,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,21 - 22,Summer 2022,,05/25/2022,"Seville, Spain",Spain,3.600,Political Science,
"Faculty-Led Ireland: Exploring the History, Culture, and Environment of Ireland",Faculty Led,22 - 23,Summer 2023,she/her/hers,05/09/2023,"Londonderry, United Kingdom; Dublin, Ireland; Listowel, Ireland",Ireland,3.780,Political Science,
Faculty-Led Ireland: Poetry and the Universal Landscape ,Faculty Led,22 - 23,Summer 2023,she/her/hers,06/02/2023,"Galway, Ireland; Londonderry, United Kingdom; Dublin, Ireland; Sligo, Ireland; Doolin, Ireland; Cavan, Ireland; Drogheda, Ireland",Ireland,3.980,Political Science,
Faculty-Led Italy: First Generation Abroad Rome,Faculty Led,22 - 23,Summer 2023,she/her/hers,05/14/2023,"Travel Day, Travel Day; Rome, Italy",Italy,3.840,Political Science,
"CET China, Beijing: Capital Normal University",Provider,23 - 24,Summer 2024,she/her/hers,06/11/2024,"Beijing, China",China,4.000,Political Science,
"CEA CAPA Czech Republic, Prague: Anglo-American University - Business, Liberal Arts & Social Sciences",Provider,23 - 24,Summer 2024,she/her/hers,05/30/2024,"Prague, Czech Republic",Czech Republic,3.020,Political Science,
"Faculty-Led Germany: German Language, Culture, and History in Berlin",Faculty Led,23 - 24,Summer 2024,she/her/hers,05/13/2024,"Travel Day, Travel Day; Berlin, Germany",Germany,3.900,Political Science,
"SIT South Africa, Cape Town: Social Justice and Activism Internship",Provider,23 - 24,Summer 2024,he/him/his,06/16/2024,"Cape Town, South Africa",South Africa,3.810,Political Science,
"SIT South Africa, Durban: Internship in Diplomacy, Politics & International Relations",Provider,23 - 24,Summer 2024,she/her/hers,06/09/2024,"Durban, South Africa",South Africa,3.190,Political Science,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,23 - 24,Summer 2024,he/him/él,05/25/2024,"Seville, Spain",Spain,2.600,Political Science,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,23 - 24,Summer 2024,she/her/hers,05/25/2024,"Seville, Spain",Spain,2.880,Political Science,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,23 - 24,Summer 2024,she/her/ella,05/25/2024,"Seville, Spain",Spain,2.190,Political Science,
"IES Spain, Mardrid: IES Study Center - Summer Spanish Language and Area Studies",Provider,23 - 24,Summer 2024,she/her/hers,05/16/2024,"Madrid, Spain",Spain,3.560,Political Science,
WSU Student International Travel Registry,NAP/ITR/Direct,22 - 23,Summer Registration 2023,she/her/hers,05/12/2023,"Travel Day, Travel Day; Athens, Greece; Zagreb, Croatia; Split, Croatia; Dubrovnik, Croatia; Nafplion, Greece; Kotor, Montenegro; Korcula, Croatia",Croatia,3.900,Political Science,
Faculty-Led New Zealand: Sustaining Human Societies and the Environment,Faculty Led,23 - 24,Winter 2023,she/her/hers,12/17/2023,"Travel Day, Travel Day; Christchurch, New Zealand; Queenstown, New Zealand; Te Anau, New Zealand; Hokitika, New Zealand; Fox Glacier, New Zealand; Kaikoura, New Zealand; Motueka, New Zealand; St. Arnaud, New Zealand; Aoraki / Mount Cook, New Zealand",New Zealand,3.160,Political Science,
Faculty-Led Antarctica: Human Impacts on a Fragile Environment,Faculty Led,,Winter 2024,she/her/hers,12/17/2024,"Travel Day, Travel Day; Antarctica, Antarctica; Ushuaia, Argentina","Argentina, Antarctica",3.160,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Academic Year 2013,,09/01/2013,"Lyon, France",France,2.910,Political Science,
IFSA-Butler Northern Ireland: Queen's University Belfast (DUPLICATE),Provider,,Academic Year 2013,,,,Ireland,3.610,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Academic Year 2013,,09/16/2013,"Bangkok, Thailand",Thailand,3.970,Political Science,
"API England, London: Full Curriculum at University of Westminster",Provider,,Academic Year 2015,,,,United Kingdom,2.960,Political Science,
Exchange Bilateral Scotland: University of Stirling,Exchange,,Fall 2010,,09/11/2010,"Stirling, United Kingdom",United Kingdom,3.720,Political Science,
GlobaLinks Learning Abroad and Dublin Institute of Technology,Provider,,Fall 2011,,09/12/2011,"Dublin, Ireland",Ireland,3.470,Political Science,
"ISA France, Paris: The American Business School Paris - Business, French Language & Electives",Provider,,Fall 2011,,,,France,2.910,Political Science,
Exchange ISEP Italy: Università Cattolica del Sacro Cuore - Business & Social Sciences,Exchange,,Fall 2012,,,,Italy,3.650,Political Science,
"USAC Germany, Lüneburg: USAC Study Center - German Language, European and Sustainability/Environmental Studies",Provider,,Fall 2012,,,,Germany,3.070,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Fall 2013,,,,Unknown,3.220,Political Science,
CET Jordan: Middle East Studies & Internship in Jordan,Provider,,Fall 2014,,08/28/2014,"Amman, Jordan",Jordan,3.280,Political Science,
"AIFS England, London: AIFS Global Education Center - Semester or Academic Year",Provider,,Fall 2014,,,,United Kingdom,3.450,Political Science,
"AIFS England, London: AIFS Global Education Center - Semester or Academic Year",Provider,,Fall 2014,,,,United Kingdom,3.240,Political Science,
"ISA United Kingdom, London: Courses with Locals in Multiple Disciplines at University of Westminster - Semester/Academic Year",Provider,,Fall 2014,,09/12/2014,"London, United Kingdom",United Kingdom,3.400,Political Science,
"CEA-CAPA Italy, Rome: LUISS University & CEA Study Center - Politics, Economics & Business",Provider,,Fall 2015,,,,Italy,2.420,Political Science,
"ISA Greece, Thessaloniki: Business, Arts, Sciences & Technology- Semester/Year",Provider,,Fall 2015,,,,Greece,3.820,Political Science,
"USAC Costa Rica: Spanish Language, Ecological, and Latin American Studies in Puntarenas",Provider,,Fall 2016,,,,Costa Rica,2.820,Political Science,
"API France, Paris: Institut Catholique de Paris, International Studies",Provider,,Spring 2011,,02/14/2011,"Paris, France",France,3.870,Political Science,
"IFSA Wales, Cardiff: Cardiff University",Provider,,Spring 2011,,,,Wales,2.990,Political Science,
GlobaLinks Learning Abroad Italy: UCSC-Milan,Provider,,Spring 2012,,01/31/2012,"Milan, Italy",Italy,3.800,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Spring 2012,,01/29/2012,"Chiapas, Mexico; Mexico City, Mexico",Mexico,3.780,Political Science,
"API Spain, Barcelona: Universitat Autònoma de Barcelona - Semester Business and Liberal Arts",Provider,,Spring 2012,,,,Spain,3.770,Political Science,
"ISA Spain, Barcelona: Universitat Autònoma de Barcelona - International Studies, Business & Culture",Provider,,Spring 2012,,,,Spain,2.930,Political Science,
"ISA France, Paris: French Language & Liberal Arts at the Institut Catholique de Paris - Semester/Academic Year",Provider,,Spring 2012,,,,France,2.910,Political Science,
"CIEE South Africa, Stellenbosch: Sustainability and Community Program",Provider,,Spring 2012,,,,South Africa,3.380,Political Science,
"ISA Morocco, Meknes: ISA Study Center - Arabic Studies, International Relations & Language",Provider,,Spring 2012,,,,Morocco,3.690,Political Science,
"ISA Greece, Thessaloniki: Business, Arts, Sciences & Technology- Semester/Year",Provider,,Spring 2013,,02/03/2013,"Thessaloniki, Greece",Greece,3.300,Political Science,
"ISA Greece, Thessaloniki: Business, Arts, Sciences & Technology- Semester/Year",Provider,,Spring 2013,,02/03/2013,"Thessaloniki, Greece",Greece,3.110,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Spring 2013,,01/07/2013,"Chiang Mai, Thailand",Thailand,3.720,Political Science,
"USAC Costa Rica, Heredia: Universidad Nacional de Costa Rica - Spanish Language, Ecological & Latin American Studies",Provider,,Spring 2014,,,,Costa Rica,3.150,Political Science,
Exchange ISEP England: University of Bradford,Exchange,,Spring 2014,,,,United Kingdom,3.330,Political Science,
Faculty-Led England: Criminal Justice in London,Faculty Led,,Spring 2015,,03/14/2015,,United Kingdom,3.610,Political Science,
Faculty-Led England: Criminal Justice in London,Faculty Led,,Spring 2015,,03/14/2015,,United Kingdom,2.810,Political Science,
Faculty-Led England: Criminal Justice in London,Faculty Led,,Spring 2015,,03/14/2015,,United Kingdom,2.580,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Spring 2015,,02/02/2015,"Belfast, United Kingdom",United Kingdom,3.670,Political Science,
CET Jordan: Middle East Studies & Internship in Jordan,Provider,,Spring 2015,,,,Jordan,3.280,Political Science,
"IES Germany, Freiburg: IES Study Center - European Union",Provider,,Spring 2016,,01/13/2016,"Freiburg im Breisgau, Germany",Germany,3.470,Political Science,
"API Italy, Florence: Lorenzo de' Medici - Semester Business, Arts, Humanities, and Italian Language & Culture",Provider,,Spring 2016,,,,Italy,3.280,Political Science,
"SAI Italy, Florence: Florence University of the Arts",Provider,,Spring 2016,,,,Italy,2.950,Political Science,
"CEA CAPA Spain, Madrid: Universidad Antonio de Nebrija & CEA CAPA Study Center - Liberal Arts & Business",Provider,,Spring 2016,,,,Spain,2.880,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Spring 2016,,01/29/2016,"Bath, United Kingdom",United Kingdom,3.720,Political Science,
"USAC Cuba, Havana: Instituto de Filosofia - Cuban History, Society, Politics, and Culture",Provider,,Spring 2017,,12/26/2016,,Cuba,3.020,Political Science,
"USAC China, Chengdu: Southwest Minzu University - Chinese Language and Culture",Provider,,Spring 2018,,,,China,2.550,Political Science,
"SAI Italy, Florence: Florence University of the Arts",Provider,,Spring 2018,,,,Italy,3.790,Political Science,
"AIFS England, London: AIFS Global Education Center - Semester or Academic Year",Provider,,Spring 2018,,,,United Kingdom,2.630,Political Science,
"IES Germany, Freiburg: IES Study Center - European Union",Provider,,Spring 2018,,,,Germany,3.180,Political Science,
Arcadia University Italy - Accademia Italiana Florence,Provider,,Summer 2011,,06/11/2011,"Florence, Italy",Italy,3.010,Political Science,
"ISA Morocco, Meknes: ISA Study Center - Summer Arabic Studies, International Relations & Language",Provider,,Summer 2011,,,,Morocco,3.800,Political Science,
Semester at Sea: Multi-destination Semester or Summer Voyage,Provider,,Summer 2012,,,,On Ship,2.770,Political Science,
Arcadia University Spain - Arcadia in Barcelona Summer Program,Provider,,Summer 2012,,05/28/2012,"Barcelona, Spain",Spain,3.250,Political Science,
"AIFS England, London: Internship in London Summer Program",Provider,,Summer 2012,,05/18/2012,"London, United Kingdom",United Kingdom,3.150,Political Science,
"ISA Italy, Rome: The American University of Rome - Summer Business, International Relations & Liberal Arts",Provider,,Summer 2013,,,,Italy,3.310,Political Science,
"AIFS England, London: Internship in London Summer Program",Provider,,Summer 2013,,,,United Kingdom,2.710,Political Science,
"AIFS France, Paris: Catholic University of Paris, ILCF - Summer Program",Provider,,Summer 2013,,,,France,3.830,Political Science,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,,,Unknown,3.250,Political Science,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,,,Unknown,3.970,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Summer 2013,,,,Unknown,3.800,Political Science,
"API Italy, Rome: Summer Full Curriculum at John Cabot University",Provider,,Summer 2014,,,,Italy,3.510,Political Science,
"Faculty-Led Ireland: Exploring the History, Culture, and Environment of Ireland",Faculty Led,,Summer 2014,,05/10/2014,"Dublin, Ireland; Cork, Ireland; Londonderry, United Kingdom",United Kingdom,3.550,Political Science,
"AIFS France, Paris: Catholic University of Paris, ILCF - Summer Program",Provider,,Summer 2014,,,,France,2.660,Political Science,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2014,,,,Unknown,3.970,Political Science,
"IES Germany, Berlin: IES Study Center - Summer Metropolitan & Urban Studies",Provider,,Summer 2014,,,,Germany,2.490,Political Science,
"IFSA-Butler Scotland, Edinburgh: University of Edinburgh Parliamentary Internship",Provider,,Summer 2014,,,,United Kingdom,3.330,Political Science,
Partnership Program Germany: University Duisburg Essen,Exchange,,Summer 2014,,,,Germany,2.770,Political Science,
Faculty-Led Costa Rica: First Generation Abroad,Faculty Led,,Summer 2015,,07/04/2015,"San José, Costa Rica",Costa Rica,3.830,Political Science,
Camp Adventure Various: Summer Experience,Provider,,Summer 2015,,05/31/2015,"Garmisch-Partenkirchen, Germany",Germany,3.250,Political Science,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Summer 2015,,07/24/2015,"Kraków, Poland",Poland,3.970,Political Science,
"Faculty-Led Spain: Business in Spain (Option A*No Internship, Courses Only)",Faculty Led,,Summer 2015,,05/20/2015,"Valencia, Spain; Madrid, Spain; Barcelona, Spain",Spain,2.780,Political Science,
Faculty-Led Ecuador: Language & Culture Exploration in the Cloud Forest & Galapagos Islands!,Faculty Led,,Summer 2016,,05/08/2016,"Quito, Ecuador; Mindo, Ecuador; San Cristóbal Island, Ecuador",Ecuador,3.830,Political Science,
"Faculty-Led Ireland: Exploring the History, Culture, and Environment of Ireland",Faculty Led,,Summer 2016,,05/10/2016,"Dublin, Ireland; Inch, Ireland; Listowel, Ireland",Ireland,3.090,Political Science,
Faculty-Led Italy: First Generation Abroad Rome,Faculty Led,,Summer 2016,,05/25/2016,"Rome, Italy",Italy,2.860,Political Science,
Faculty-Led Italy: First Generation Abroad Rome,Faculty Led,,Summer 2016,,05/25/2016,"Rome, Italy",Italy,3.570,Political Science,
"SAI Italy, Rome: John Cabot University",Provider,,Summer 2016,,,,Italy,3.290,Political Science,
"AIFS Europe, Various: Summer Traveling Program - European Art and Culture",Provider,,Summer 2016,,05/15/2016,"Rome, Italy; Paris, France; Venice, Italy; Lucerne, Switzerland; Florence, Italy; London, United Kingdom; Amsterdam, Netherlands",Netherlands,3.920,Political Science,
"API England, London: Summer Full Curriculum at the London School of Economics",Provider,,Summer 2016,,,,United Kingdom,3.930,Political Science,
"IES Austria, Vienna: IES Study Center - Summer Psychology",Provider,,Summer 2018,,,,Austria,3.330,Political Science,
"CIEE Czech Republic, Prague: Summer Communications, New Media + Journalism",Provider,,Summer 2018,,,,Czech Republic,2.670,Political Science,
"ISA Spain, Barcelona: Universidad Internacional Menéndez Pelayo - Summer Spanish Language & Culture",Provider,,Summer 2018,,,,Spain,3.590,Political Science,
"USAC Spain, Bilbao: Universidad del País Vasco - International Business and Spanish Language Studies",Provider,,Summer 2018,,,,Spain,3.040,Political Science,
"ISEP Direct Belgium, Brussels: Brussels School of Governance (Vesalius College)",Provider,22 - 23,Spring 2023,he/him/his,01/08/2023,"Brussels, Belgium",Belgium,3.400,Political Science General,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Fall 2011,,09/16/2011,"Berlin, Germany",Germany,0.000,"Political Science, M.A.",
"API Spain, Barcelona: University of Barcelona, Language & Culture summer",Provider,,Summer 2012,,,,Spain,0.000,"Political Science, M.A.",
"ISA New Zealand, Wellington: Courses with Locals in Multiple Disciplines at Victoria University- Semester/Year",Provider,,Fall 2007,,07/02/2007,"Wellington, New Zealand",New Zealand,3.06,PR LA,
Faculty-Led Italy: Design in Florence,Faculty Led,,Fall 2012,,,,Italy,2.49,PR LA,
Faculty-Led Spain: First Generation Abroad Seville,Faculty Led,,Summer 2017,,05/31/2017,"Seville, Spain",Spain,2.960,Pre-Occupational Therapy,
Faculty-Led Spain: Human Development in Barcelona,Faculty Led,21 - 22,Summer 2022,she/her/hers,06/05/2022,"Barcelona, Spain",Spain,3.690,Pre-Pharmacy,
WSU Student International Travel Registry,NAP/ITR/Direct,22 - 23,Summer Registration 2023,he/him/él,05/10/2023,"Travel Day, Travel Day; Antigua, Guatemala; Zacapa, Guatemala; Guatemala City, Guatemala",Guatemala,3.300,Pre-Physical Therapy,
"TEAN Australia, Sydney: University of New South Wales",Provider,22 - 23,Fall 2022,she/her/hers,08/29/2022,"Sydney, Australia",Australia,2.850,Pre-Physician Assistant,
"API Spain, Seville: Universidad Pablo De Olavide - Multidisciplinary Studies in English and Spanish",Provider,,Spring 2012,,,,Spain,3.900,"Prevention Science, Ph.D.",
Exchange ISEP Sweden: Linnaeus University- Växjö,Exchange,,Academic Year 2007,,,,Sweden,3.72,PSYCH,
Exchange ISEP Spain: Universidad de Almería,Exchange,,Academic Year 2008,,,,Spain,3.29,PSYCH,
"Arcadia England, Manchester: University of Manchester",Provider,,Academic Year 2008,,09/09/2018,"Manchester, United Kingdom",United Kingdom,3.83,PSYCH,
Exchange Bilateral Australia: University of New England,Exchange,,Calendar Year 2008,,01/07/2008,"Armidale, Australia",Australia,3.38,PSYCH,
"Interstudy in Cork, Ireland: University College Cork",Provider,,Fall 2007,,09/24/2007,"Cork, Ireland",Ireland,3.97,PSYCH,
"ISA New Zealand, Dunedin: University of Otago - Natural Sciences, Exercise Science, Social Science & Liberal Arts",Provider,,Fall 2007,,06/30/2018,"Dunedin, New Zealand",New Zealand,3.22,PSYCH,
Faculty-Led Switzerland: Business - Fall in Switzerland,Faculty Led,,Fall 2007,,10/08/2007,"Brig, Switzerland",Switzerland,2.86,PSYCH,
CET China: Intensive Chinese Language in Harbin,Provider,,Fall 2008,,08/26/2008,"Harbin, China",China,3.69,PSYCH,
Abroadco France: University Paul Cezanne - IEFEE,Provider,,Fall 2008,,10/01/2008,"Aix-en-Provence, France",France,2.69,PSYCH,
"ISA Australia, Cairns: Tropical Studies, Economics, Society & Culture - Academic Year/Semester",Provider,,Fall 2010,,,,Australia,3.97,PSYCH,
"CEA-CAPA Czech Republic, Prague: Full Curriculum at Anglo-American University",Provider,,Fall 2010,,,,Czech Republic,3.01,PSYCH,
"SIT Nepal, Kathmandu: Tibetan and Himalayan Peoples",Provider,,Fall 2010,,07/01/2010,"Kathmandu, Nepal; Dharamshala, India",India,2.83,PSYCH,
"USAC Thailand: Rangsit University, Economics, Tourism and Political Studies",Provider,,Fall 2010,,08/29/2010,"Bangkok, Thailand",Thailand,3.64,PSYCH,
"API Spain, Barcelona: Universitat Autònoma de Barcelona - Semester Business and Liberal Arts",Provider,,Fall 2011,,,,Spain,2.75,PSYCH,
"ISA Spain, Málaga: Universidad de Málaga - Hispanic Studies, Spanish Language, Business & Electives in English",Provider,,Fall 2011,,,,Spain,3.51,PSYCH,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Fall 2011,,,,Unknown,3.64,PSYCH,
"AIFS  Italy, Rome: Academic Year and Semester Programs",Provider,,Spring 2008,,01/15/2008,"Rome, Italy",Italy,2.74,PSYCH,
"SAI Italy, Florence: Florence University of the Arts",Provider,,Spring 2008,,01/29/2008,"Florence, Italy",Italy,3.72,PSYCH,
"CEA CAPA Spain, Barcelona: CEA CAPA Study Center - Liberal Arts & Social Sciences",Provider,,Spring 2008,,,,Spain,3.17,PSYCH,
CET China: Intensive Chinese Language in Harbin,Provider,,Spring 2009,,02/10/2009,"Harbin, China",China,3.69,PSYCH,
Abroadco Germany: Philipps-University Marburg,Provider,,Spring 2009,,02/22/2009,"Marburg, Germany",Germany,2.76,PSYCH,
"USAC India: Christ University, Undergraduate Courses",Provider,,Spring 2009,,01/04/2009,"Bangalore, India",India,3.64,PSYCH,
"API Italy, Florence: Lorenzo de' Medici - Semester Business, Arts, Humanities, and Italian Language & Culture",Provider,,Spring 2009,,,,Italy,3.33,PSYCH,
"IES Abroad England, London: Study London",Provider,,Spring 2009,,01/07/2009,"London, United Kingdom",United Kingdom,3.91,PSYCH,
"CEA CAPA Costa Rica, San José: Universidad Veritas - Spanish Language, Liberal Arts & Environmental Sciences",Provider,,Spring 2010,,,,Costa Rica,2.73,PSYCH,
"ISA Costa Rica, Heredia: Business, Spanish Language, Latin American Studies & Courses with Locals - Semester/Academic Year",Provider,,Spring 2010,,01/07/2010,"Heredia, Costa Rica",Costa Rica,2.55,PSYCH,
"API Ireland, Galway: National University of Ireland Galway, Direct Enrollment",Provider,,Spring 2010,,,,Ireland,3.95,PSYCH,
"ISA Australia, Gold Coast: Griffith University - Business, Tourism, Criminal Justice & Liberal Arts",Provider,,Spring 2011,,,,Australia,3.22,PSYCH,
Exchange ISEP Hong Kong: The Chinese University of Hong Kong,Exchange,,Spring 2011,,01/01/2011,"Hong Kong, China",China,3.74,PSYCH,
"USAC Czech Republic, Prague: Charles University - Politics, Culture & Arts",Provider,,Spring 2011,,,,Czech Republic,2.82,PSYCH,
"Alliance for Global Education - Contemporary India: Development, Economy, Society",Provider,,Spring 2011,,01/09/2011,"Pune, India",India,2.77,PSYCH,
"API Italy, Florence: Lorenzo de' Medici - Semester Business, Arts, Humanities, and Italian Language & Culture",Provider,,Spring 2011,,,,Italy,2.98,PSYCH,
"API Italy, Florence: Lorenzo de' Medici - Semester Business, Arts, Humanities, and Italian Language & Culture",Provider,,Spring 2011,,,,Italy,3.73,PSYCH,
"SAI Italy, Florence: Apicius International School of Hospitality",Provider,,Spring 2011,,01/26/2011,"Florence, Italy",Italy,3.83,PSYCH,
"ISA Peru, Lima: Hospitality, Business & Liberal Arts in English - Semester/Academic Year",Provider,,Spring 2011,,02/28/2011,"Lima, Peru",Peru,3.07,PSYCH,
"KEI Spain, Barcelona: ESEI International Business School - Semester/Academic Year",Provider,,Spring 2011,,01/10/2011,"Barcelona, Spain",Spain,2.66,PSYCH,
"KEI England, London: London Southbank University - Semester/Academic Year",Provider,,Spring 2011,,01/22/2011,"London, United Kingdom",United Kingdom,3.20,PSYCH,
"CEA CAPA France, Aix-en-Provence: Aix Marseille University - French Language & Culture",Provider,,Spring 2011,,,,France,3.08,PSYCH,
"ISA Costa Rica, San Jose: Spanish Language, Liberal Arts & Environmental Studies - Trimester (DUPLICATE)",Provider,,Spring 2012,,,,Costa Rica,3.52,PSYCH,
Faculty-Led Dominica-CLA Americas Ethnography Su08,Faculty Led,,Summer 2008,,,,Dominican Republic,3.94,PSYCH,
"API Ireland, Galway: National University of Ireland Galway, Direct Enrollment",Provider,,Summer 2009,,06/21/2009,"Galway, Ireland",Ireland,3.66,PSYCH,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2009,,06/07/2009,"Naples, Italy",Italy,3.87,PSYCH,
"API Spain, Barcelona: Universitat Autònoma de Barcelona - Semester Business and Liberal Arts",Provider,,Summer 2009,,,,Spain,2.73,PSYCH,
Faculty-Led Scandinavia:  Art & Cultures,Faculty Led,,Summer 2009,,06/22/2009,"Helsinki, Finland; Copenhagen, Denmark; Stockholm, Sweden",Sweden,3.83,PSYCH,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Summer 2009,,06/10/2009,"Taipei, Taiwan",Taiwan,3.69,PSYCH,
Faculty-Led Mexico:  Business and Culture of Mexico,Faculty Led,,Summer 2009,,,,Mexico,2.90,PSYCH,
WSU Application: Non-Affiliated Programs,NAP/ITR/Direct,,Summer 2010,,07/04/2010,"San Ignacio, Belize",Belize,3.21,PSYCH,
DIS - Psychology,Provider,,Summer 2010,,05/19/2010,"Copenhagen, Denmark",Denmark,2.77,PSYCH,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2010,,06/06/2010,"Vilseck, Germany",Germany,3.60,PSYCH,
API Italy: The Mediterranean Center for Arts and Sciences Summer Program,Provider,,Summer 2010,,05/18/2010,"Sicily, Italy",Italy,4.00,PSYCH,
"Faculty-Led Italy: Food, Wine, and Culture of Italy",Faculty Led,,Summer 2010,,05/19/2010,"Florence, Italy",Italy,3.62,PSYCH,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2010,,06/12/2010,"Rota, Spain",Spain,3.52,PSYCH,
Faculty-Led Scandinavia:  Art & Cultures,Faculty Led,,Summer 2010,,07/01/2010,"Copenhagen, Denmark; Helsinki, Finland; Stockholm, Sweden",Sweden,3.92,PSYCH,
"USAC Germany, Lüneburg: USAC Study Center - German Language, European and Sustainability/Environmental Studies",Provider,,Summer 2010,,,,Germany,3.28,PSYCH,
"Faculty-Led Italy: Food, Wine, and Culture of Italy",Faculty Led,,Summer 2011,,05/14/2011,"Florence, Italy",Italy,3.57,PSYCH,
